User Rating,User Review,User Name,Review Date,DateOfReview,FinalText,FinalTextSentimentNegative,FinalTextSentimentPositive,FinalTextSentimentNeutral,FinalTextSentimentCompound,FinalTextSentiment,UserReviewSentimentNegative,UserReviewSentimentPositive,UserReviewSentimentNeutral,UserReviewSentimentCompound,UserReviewSentiment
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
4.0,Very good and fast kettle,Flipkart Customer,4months ago,2020-04-04,Very good fast kettle,0.0,0.516,0.484,0.4927,pos,0.0,0.444,0.556,0.4927,pos
5.0,Fine product..,Suman Sircar,4months ago,2020-04-04,Fine product,0.0,0.643,0.357,0.2023,pos,0.0,0.643,0.357,0.2023,pos
5.0,Its very good product to use. It works more than I expected,Raghavendra  S R,4months ago,2020-04-04,Its good product use It work I expect,0.0,0.293,0.707,0.4404,pos,0.0,0.225,0.775,0.4927,neg
3.0,It was getting rust easily and water taste has changed if the water stays in the jug over night. Taking long time to heat. Unfortunately I did not like this kettle.,Bhargavi Dulikatla,4months ago,2020-04-04,It get rust easily water taste change water stay jug night Taking long time heat Unfortunately I like kettle,0.103,0.21,0.687,0.3612,neu,0.129,0.069,0.802,-0.2755,neu
4.0,Gd,Flipkart Customer,4months ago,2020-04-04,Gd,0.0,0.0,1.0,0.0,pos,0.0,0.0,1.0,0.0,pos
5.0,"Superb product, heating too fast",Siu Kumar,4months ago,2020-04-04,Superb product heat fast,0.0,0.577,0.423,0.6249,pos,0.0,0.506,0.494,0.6249,pos
5.0,Very useful ,Mohd haras,4months ago,2020-04-04,Very useful,0.0,0.762,0.238,0.4927,pos,0.0,0.762,0.238,0.4927,pos
4.0,Good,Thilak,4months ago,2020-04-04,Good,0.0,1.0,0.0,0.4404,pos,0.0,1.0,0.0,0.4404,pos
5.0,Good quality,Suman Saha,4months ago,2020-04-04,Good quality,0.0,0.744,0.256,0.4404,pos,0.0,0.744,0.256,0.4404,pos
5.0,Nice product thank Flipkart,Vigneshwaran aj,4months ago,2020-04-04,Nice product thank Flipkart,0.0,0.726,0.274,0.6486,pos,0.0,0.726,0.274,0.6486,pos
